id,name,lat,lng
549,Marshfield Ave & 44th St,41.81401,-87.66662
550,Central Ave & Chicago Ave,41.89495,-87.76491
551,Hoyne Ave & 47th St,41.80822,-87.67721
552,Ashland Ave & McDowell Ave,41.80887,-87.66452
553,Elizabeth St & 47th St,41.8084,-87.65653
554,Damen Ave & 51st St,41.80091,-87.67468
555,Ashland Ave & 50th St,41.80302,-87.6647
556,Throop St & 52nd St,41.79966,-87.65719
557,Seeley Ave & Garfield Blvd,41.7941,-87.67549
558,Ashland Ave & Garfield Blvd,41.79286,-87.66443
559,Racine Ave & Garfield Blvd,41.79423,-87.65509
560,Marshfield Ave & 59th St,41.78681,-87.66621
561,Damen Ave & 59th St,41.7857,-87.67409
562,Racine Ave & 61st St,41.78319,-87.65437
563,Ashland Ave & 63rd St,41.77937,-87.66486
564,Racine Ave & 65th St,41.7754,-87.6543
565,Ashland Ave & 66th St,41.77409,-87.66378
566,Ashland Ave & 69th St,41.76871,-87.66408
567,May St & 69th St,41.76895,-87.65293
568,Vincennes Ave & 75th St,41.75797,-87.6312
569,Woodlawn Ave & 75th St,41.75918,-87.59576
570,Evans Ave & 75th St,41.75849,-87.60642
571,Vernon Ave & 75th St,41.75836,-87.61415
572,State St & 76th St,41.75701,-87.62461
573,State St & 79th St,41.75079,-87.62444
574,Vernon Ave & 79th St,41.75095,-87.61379
575,Cottage Grove Ave & 78th St,41.75318,-87.60502
576,Greenwood Ave & 79th St,41.75129,-87.59752
577,Stony Island Ave & South Chicago Ave,41.75117,-87.58534
578,Bennett Ave & 79th St,41.75181,-87.57852
579,Phillips Ave & 79th St,41.75182,-87.56522
580,Exchange Ave & 79th St,41.75172,-87.55282
581,Commercial Ave & 83rd St,41.74462,-87.5512
582,Phillips Ave & 83rd St,41.74453,-87.56508
583,Stony Island Ave & 82nd St,41.74656,-87.58599
584,Ellis Ave & 83rd St,41.74412,-87.59905
585,Cottage Grove Ave & 83rd St,41.74344,-87.60485
586,MLK Jr Dr & 83rd St,41.74311,-87.61481
587,Wabash Ave & 83rd St,41.74332,-87.62284
588,South Chicago Ave & 83rd St,41.74392,-87.57522
589,Milwaukee Ave & Cuyler Ave,41.95447,-87.7496
590,Kilbourn Ave & Irving Park Rd,41.95374,-87.74056
591,Kilbourn Ave & Milwaukee Ave,41.94882,-87.74001
592,Knox Ave & Montrose Ave,41.96065,-87.74538
593,Halsted St & 59th St,41.78756,-87.64488
594,Western Blvd & 48th Pl,41.80567,-87.68337
595,Wabash Ave & 87th St,41.73663,-87.62264
596,Benson Ave & Church St,42.04822,-87.68348
597,Chicago Ave & Washington St,42.03256,-87.67914
598,Elmwood Ave & Austin St,42.02578,-87.68411
599,Valli Produce - Evanston Plaza,42.03972,-87.69942
600,Dodge Ave & Church St,42.04831,-87.6983
601,Central St Metra,42.06368,-87.69871
602,Central St & Girard Ave,42.06431,-87.68614
603,Chicago Ave & Sheridan Rd,42.05049,-87.67782
604,Sheridan Rd & Noyes St (NU),42.05824,-87.67744
605,University Library (NU),42.05294,-87.67342
619,Keystone Ave & Fullerton Ave,41.92457,-87.7279
620,Orleans St & Chestnut St (NEXT Apts),41.89817,-87.63754
621,Aberdeen St & Randolph St,41.88412,-87.65427
622,California Ave & Cortez St,41.90037,-87.69671
623,Michigan Ave & 8th St,41.87272,-87.62399
624,Dearborn St & Van Buren St,41.87626,-87.62923
625,Dodge Ave & Main St,42.04163,-87.6808
626,Delano Ct & Roosevelt Rd,41.86749,-87.63219
627,LaSalle Dr & Huron St,41.8948,-87.63231
628,Walsh Park,41.9146,-87.66796
630,Kildare Ave & Montrose Ave,41.96107,-87.73569
631,Malcolm X College Vaccination Site,41.87761,-87.6739
632,Clark St & Newport St,41.94453,-87.6547
635,Fairbanks St & Superior St,41.89576,-87.62012
636,Orleans St & Hubbard St,41.88997,-87.63662
637,Wood St & Chicago Ave,41.89563,-87.67209
638,Clinton St & Jackson Blvd,41.87827,-87.64078
639,Lakefront Trail & Wilson Ave,41.96584,-87.64538
640,Bernard St & Elston Ave,41.94993,-87.71396
641,Central Park Ave & Bloomingdale Ave,41.91416,-87.71676
642,Latrobe Ave & Chicago Ave,41.89473,-87.75689
643,Smith Park,41.89203,-87.68939
644,Western Ave & Fillmore St,41.86859,-87.68625
645,Archer (Damen) Ave & 37th St,41.82671,-87.68316
646,State St & 54th St,41.79663,-87.62592
647,Elizabeth St & 59th St,41.78746,-87.65557
648,Carpenter St & 63rd St,41.77991,-87.6509
649,Stewart Ave & 63rd St,41.77984,-87.63477
650,Eggleston Ave & 69th St,41.7689,-87.63586
651,Michigan Ave & 71st St,41.76529,-87.62173
652,Rhodes Ave & 71st St,41.766,-87.61173
653,Cornell Dr & Hayes Dr,41.78059,-87.58491
654,Racine Ave & Washington Blvd,41.88307,-87.65698
655,Hoyne Ave & Balmoral Ave,41.97987,-87.68194
656,Damen Ave & Walnut (Lake) St,41.88595,-87.67701
657,Wood St & Augusta Blvd,41.89918,-87.6722
658,Leavitt St & Division St,41.903,-87.6838
659,Leavitt St & Chicago Ave,41.8955,-87.68201
660,Sheridan Rd & Columbia Ave,42.00458,-87.66143
661,Evanston Civic Center,42.05704,-87.68657
662,Dodge Ave & Mulford St,42.02354,-87.69961
663,Lincolnwood Dr & Central St,42.06483,-87.71531
664,Leavitt St & Belmont Ave,41.93934,-87.68327
665,South Chicago Ave & Elliot Ave,41.74734,-87.58003
666,Cherry Ave & Blackhawk St,41.90723,-87.65564
671,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),41.88996,-87.68021
672,Franklin St & Illinois St,41.89102,-87.63545
673,Lincoln Park Conservatory,41.92398,-87.63585
674,Michigan Ave & 71st St,41.7653,-87.62173
676,WATSON TESTING - DIVVY,41.89475,-87.73085
677,Stewart Ave & 83rd St,41.74371,-87.63409
678,Halsted St & 73rd St,41.76163,-87.64409
679,Ashland Ave & 74th St,41.75921,-87.66349
681,Halsted St & 78th St,41.7525,-87.64381
682,Eberhart Ave & 91st St,41.72927,-87.61177
683,Ashland Ave & 78th St,41.75223,-87.66377
684,Prospect Sq & 91st St,41.72801,-87.6676
685,Summit Ave & 86th St,41.73785,-87.64491
686,East End Ave & 87th St,41.7368,-87.58283
687,Loomis Blvd & 84th St,41.7415,-87.65841
689,Elizabeth St & 92nd St,41.7268,-87.65429
690,State St & 95th St,41.7217,-87.62284
691,Eggleston Ave & 92nd St,41.72763,-87.63488
692,Marquette Ave & 89th St,41.7337,-87.55844
693,Baltimore Ave & 87th St,41.73734,-87.54849
694,Houston Ave & 92nd St,41.7282,-87.54963
695,Dauphin Ave & 103rd St,41.70731,-87.60768
696,Indiana Ave & 103rd St,41.70717,-87.61841
697,Oglesby Ave & 100th St,41.71335,-87.56586
698,Cottage Grove Ave & 111th Pl,41.69167,-87.61
699,Vernon Ave & 107th St,41.70022,-87.61233
700,Halsted St & 96th St,41.71972,-87.64293
701,Constance Ave & 95th St,41.72216,-87.57897
702,Greenwood Ave & 91st St,41.72863,-87.59728
703,Greenwood Ave & 97th St,41.71871,-87.59699
704,Avenue O & 134th St,41.65191,-87.53962
705,Stony Island Ave & 90th St,41.7314,-87.58582
706,Dauphin Ave & 87th St,41.73649,-87.60126
707,Torrence Ave & 106th St,41.70286,-87.5599
708,Clyde Ave & 87th St,41.73718,-87.57269
709,Michigan Ave & 114th St,41.68703,-87.62115
710,Burnham Greenway & 105th St,41.7046,-87.52832
711,Halsted St & 111th St,41.69229,-87.64269
712,Wentworth Ave & 104th St,41.70535,-87.62892
713,Major Taylor Trail & 115th St,41.68496,-87.6453
714,State St & 123rd St,41.67066,-87.62273
715,Major Taylor Trail & 124th St,41.66872,-87.63721
716,Eberhart Ave & 131st St,41.658,-87.61078
717,Big Marsh Park,41.68588,-87.57376
718,Ewing Ave & Burnham Greenway,41.71272,-87.53471
719,Avenue O & 118th St,41.68102,-87.53794
720,Torrence Ave & 126th Pl,41.6663,-87.5572
721,Walden Pkwy & 100th St,41.71224,-87.66771
722,Commercial Ave & 130th St,41.65915,-87.55078
723,Hale Ave & 107th St,41.69923,-87.66885
724,Homewood Ave & 115th St,41.68457,-87.67084
725,Halsted St & 104th St,41.70515,-87.64403
726,Vincennes Ave & 104th St,41.70496,-87.65709
727,Ada St & 113th St,41.68756,-87.65535
728,Western Ave & 111th St,41.69124,-87.6813
730,Lawndale Ave & 111th St,41.69133,-87.71283
731,Bradley Park,41.7179,-87.56463
732,Hegewisch Metra Station,41.64859,-87.54621
13001,Michigan Ave & Washington St,41.88397,-87.62459
13006,LaSalle St & Washington St,41.88268,-87.63252
13008,Millennium Park,41.88105,-87.62408
13011,Canal St & Adams St,41.87931,-87.63993
13016,St. Clair St & Erie St,41.89431,-87.62277
13017,Franklin St & Chicago Ave,41.89676,-87.6357
13021,Clinton St & Lake St,41.88559,-87.64184
13022,Streeter Dr & Grand Ave,41.89227,-87.61205
13028,900 W Harrison St,41.87475,-87.64981
13029,Field Museum,41.86531,-87.6179
13033,Milwaukee Ave & Grand Ave,41.8916,-87.64835
13034,Michigan Ave & Pearson St,41.89754,-87.62352
13036,Michigan Ave & Madison St,41.8821,-87.62513
13037,Clinton St & Tilden St,41.87588,-87.64078
13042,Michigan Ave & Oak St,41.90097,-87.62377
13045,Dearborn St & Erie St,41.89403,-87.62931
13050,State St & Kinzie St,41.88919,-87.62775
13053,Green St & Randolph St,41.88365,-87.64863
13056,Canal St & Monroe St,41.88168,-87.63951
13058,Dayton St & North Ave,41.91059,-87.64942
13059,Bissell St & Armitage Ave,41.91845,-87.65222
13061,Ashland Ave & Division St,41.90342,-87.66779
13063,Sheridan Rd & Irving Park Rd,41.95424,-87.65441
13068,Western Ave & Winnebago Ave,41.91554,-87.68703
13071,Southport Ave & Roscoe St,41.94373,-87.66401
13073,Ashland Ave & Lake St,41.88592,-87.66717
13074,Broadway & Wilson Ave,41.96521,-87.6582
13075,Wentworth Ave & Cermak Rd,41.8531,-87.63192
13080,Hermitage Ave & Polk St,41.87151,-87.66989
13081,Ogden Ave & Congress Pkwy,41.87501,-87.67326
13083,Indiana Ave & 40th St,41.82167,-87.62153
13084,California Ave & Milwaukee Ave,41.92268,-87.69715
13085,Kedzie Ave & Milwaukee Ave,41.92958,-87.70789
13089,Damen Ave & Cullerton St,41.85497,-87.67567
13091,Western Ave & 21st St,41.85409,-87.68585
13096,California Ave & 21st St,41.8538,-87.69577
13099,Halsted St & 18th St,41.85784,-87.64627
13102,Calumet Ave & 18th St,41.85762,-87.61942
13108,Broadway & Argyle St,41.97379,-87.65971
13109,Broadway & Berwyn Ave,41.97835,-87.65976
13124,Cannon Dr & Fullerton Ave,41.92675,-87.63444
13128,Clark St & North Ave,41.91197,-87.63197
13132,Damen Ave & Chicago Ave,41.89573,-87.67718
13133,Damen Ave & Cortland St,41.91598,-87.67733
13134,Damen Ave & Madison St,41.88138,-87.67493
13135,Blue Island Ave & 18th St,41.85753,-87.66157
13136,Damen Ave & Division St,41.90326,-87.67845
13137,Broadway & Barry Ave,41.9376,-87.6441
13138,Canal St & Jackson Blvd,41.87723,-87.63941
13139,Throop St & Taylor St,41.86893,-87.65913
13143,Damen Ave & Melrose Ave,41.94059,-87.67853
13144,Seeley Ave & Roscoe St,41.9434,-87.67964
13146,Clark St & Armitage Ave,41.91831,-87.63629
13150,Michigan Ave & 18th St,41.85783,-87.62455
13154,Sheffield Ave & Kingsbury St,41.91054,-87.65312
13155,Racine Ave & Randolph St,41.88407,-87.65689
13156,Aberdeen St & Monroe St,41.88042,-87.65554
13157,Aberdeen St & Jackson Blvd,41.87773,-87.6548
13158,Peoria St & Jackson Blvd,41.87764,-87.64957
13160,May St & Taylor St,41.86947,-87.65548
13162,Halsted St & 21st St,41.85378,-87.64659
13163,Morgan St & 18th St,41.85808,-87.65108
13164,Racine Ave & 18th St,41.85818,-87.65648
13165,Racine Ave & 13th St,41.86505,-87.65697
13179,Clark St & Lincoln Ave,41.9157,-87.63461
13191,Sedgwick St & Webster Ave,41.92217,-87.63891
13192,Halsted St & Dickens Ave,41.91995,-87.64884
13193,Larrabee St & Webster Ave,41.92182,-87.64412
13194,Ogden Ave & Race Ave,41.8918,-87.65878
13196,Carpenter St & Huron St,41.89455,-87.65345
13197,Elizabeth (May) St & Fulton St,41.8866,-87.65816
13206,Loomis St & Jackson Blvd,41.87794,-87.66201
13213,State St & 29th St,41.84171,-87.62694
13215,Rhodes Ave & 32nd St,41.83634,-87.6135
13216,State St & 33rd St,41.83473,-87.62581
13217,Calumet Ave & 33rd St,41.83488,-87.61792
13221,Wood St & Milwaukee Ave,41.90765,-87.67254
13224,Ashland Ave & Blackhawk St,41.90706,-87.66725
13229,Southport Ave & Belmont Ave,41.93946,-87.66376
13235,Southport Ave & Waveland Ave,41.94814,-87.66396
13241,Western Ave & Division St,41.9029,-87.68731
13242,Milwaukee Ave & Rockwell St,41.92021,-87.69266
13243,Milwaukee Ave & Wabansia Ave,41.91262,-87.6814
13245,Claremont Ave & Hirsch St,41.90777,-87.68586
13247,Ashland Ave & Chicago Ave,41.89597,-87.66775
13248,Ashland Ave & Augusta Blvd,41.89964,-87.66788
13249,Ashland Ave & Belle Plaine Ave,41.95606,-87.66885
13253,Lincoln Ave & Waveland Ave,41.9488,-87.67527
13256,California Ave & Division St,41.90302,-87.69749
13257,Campbell Ave & North Ave,41.91054,-87.68956
13258,California Ave & North Ave,41.91043,-87.69718
13259,California Ave & Francis Pl (Temp),41.91852,-87.69744
13263,Columbus Dr & Randolph St,41.88467,-87.61952
13265,Kingsbury St & Erie St,41.89383,-87.64172
13266,Stave St & Armitage Ave,41.91774,-87.69142
13268,Damen Ave & Wellington Ave,41.93588,-87.67843
13269,Ashland Ave & Wellington Ave,41.93609,-87.66983
13271,Damen Ave & Clybourn Ave,41.93192,-87.67784
13276,Stockton Dr & Wrightwood Ave,41.93132,-87.63874
13277,Broadway & Belmont Ave,41.9401,-87.64546
13278,Broadway & Cornelia Ave,41.94553,-87.64644
13285,Wood St & Taylor St (Temp),41.86928,-87.67372
13288,Damen Ave & Charleston St,41.92008,-87.67788
13289,Eckhart Park,41.89638,-87.661
13290,Noble St & Milwaukee Ave,41.90069,-87.66259
13292,Kedzie Ave & Palmer Ct,41.92152,-87.70733
13294,Greenview Ave & Diversey Pkwy,41.9326,-87.66595
13296,Ashland Ave & Wrightwood Ave,41.92883,-87.66852
13300,DuSable Lake Shore Dr & Monroe St,41.88097,-87.61675
13303,Clark St & Chicago Ave,41.89672,-87.63088
13304,Racine Ave & 15th St,41.86126,-87.65659
13307,Laflin St & Cullerton St,41.85489,-87.66359
13319,Ashland Ave & Grace St,41.95069,-87.6687
13323,Broadway & Sheridan Rd,41.95282,-87.65
13325,Broadway & Waveland Ave,41.94907,-87.64863
13326,Canal St & Harrison St,41.87425,-87.63958
13331,May St & Cullerton St,41.85515,-87.65414
13332,Loomis St & Lexington St,41.87219,-87.6615
13338,Mies van der Rohe Way & Chicago Ave,41.89697,-87.62173
13341,Canal St & Madison St,41.88208,-87.63985
13345,Calumet Ave & 35th St,41.83138,-87.61803
13353,Ada St & Washington Blvd,41.88283,-87.6612
13354,Ashland Ave & 13th St,41.86524,-87.66651
13379,Clarendon Ave & Gordon Ter,41.95786,-87.6495
13389,Clarendon Ave & Junior Ter,41.961,-87.64958
13398,Blackstone Ave & Hyde Park Blvd,41.80256,-87.59035
13409,Sangamon St & Washington Blvd,41.8831,-87.6511
13420,MLK Jr Dr & Pershing Rd,41.82459,-87.61678
13427,Cityfront Plaza Dr & Pioneer Ct,41.89054,-87.62205
13430,LaSalle St & Illinois St,41.89077,-87.63169
13431,Adler Planetarium,41.8661,-87.60728
13432,Wood St & Hubbard St,41.88989,-87.67149
13434,Ashland Ave & Grand Ave,41.89108,-87.66663
15442,Ashland Ave & Archer Ave,41.83918,-87.66562
15443,Shields Ave & 28th Pl,41.84275,-87.63549
15445,Wentworth Ave & 33rd St,41.83453,-87.63183
15446,Racine Ave & 35th St,41.83068,-87.65603
15449,State St & Pershing Rd,41.82302,-87.62657
15470,Calumet Ave & 51st St,41.80228,-87.61807
15491,63rd St Beach,41.78096,-87.57624
15529,Mies van der Rohe Way & Chestnut St,41.89858,-87.62206
15530,Rush St & Superior St,41.89575,-87.62596
15534,Field Blvd & South Water St,41.88627,-87.61749
15535,Desplaines St & Randolph St,41.8846,-87.64455
15539,Desplaines St & Jackson Blvd,41.87763,-87.64405
15541,Buckingham Fountain,41.8758,-87.62086
15542,Clinton St & Polk St,41.87146,-87.64095
15544,Shedd Aquarium,41.86723,-87.61536
15545,Burnham Harbor,41.85627,-87.61334
15546,Calumet Ave & 21st St,41.85416,-87.61916
15550,Canal St & Taylor St,41.87024,-87.63947
15571,Broadway & Granville Ave,41.99478,-87.66028
15575,Broadway & Thorndale Ave,41.98975,-87.66014
15578,Broadway & Ridge Ave,41.98405,-87.66027
15585,Budlong Woods Library,41.98367,-87.69642
15597,Halsted St & 69th St,41.76906,-87.64461
15599,Calumet Ave & 71st St,41.76551,-87.61693
15615,Christiana Ave & Lawrence Ave,41.96835,-87.71183
15621,Albany Ave & Montrose Ave,41.96103,-87.70586
15622,California Ave & Montrose Ave,41.96108,-87.69544
15623,Campbell Ave & Montrose Ave,41.96154,-87.69117
15624,Avondale Ave & Irving Park Rd,41.95339,-87.73199
15628,California Ave & Byron St,41.95216,-87.69806
15631,Troy St & Elston Ave,41.94524,-87.70665
15632,Talman Ave & Addison St,41.94664,-87.69463
15634,Western Ave & Roscoe St,41.94304,-87.68729
15640,Avers Ave & Belmont Ave,41.93941,-87.72357
15642,California Ave & Fletcher St,41.93843,-87.69801
15643,Kosciuszko Park,41.93057,-87.7238
15644,Central Park Ave & Elbridge Ave,41.93534,-87.71687
15645,Richmond St & Diversey Ave,41.93191,-87.70121
15646,California Ave & Altgeld St,41.92668,-87.6977
15648,Campbell Ave & Fullerton Ave,41.92464,-87.68931
15650,Spaulding Ave & Armitage Ave,41.91711,-87.71023
15651,Humboldt Blvd & Armitage Ave,41.91752,-87.70181
15652,Central Park Ave & North Ave,41.90965,-87.71664
15653,Troy St & North Ave,41.90979,-87.7053
15654,Spaulding Ave & Division St,41.90271,-87.70923
15655,Albany Ave & Bloomingdale Ave,41.91401,-87.70514
15664,Artesian Ave & Hubbard St,41.8895,-87.68821
15666,California Ave & Lake St,41.88446,-87.6963
15667,Western Ave & Monroe St,41.8798,-87.68609
15668,Western Ave & Congress Pkwy,41.87471,-87.68642
15682,Kedzie Ave & Roosevelt Rd,41.86651,-87.70649
15685,Central Park Ave & Ogden Ave,41.85399,-87.71511
15686,Kedzie Ave & 21st St,41.85354,-87.70507
15687,Central Park Ave & 24th St,41.8481,-87.71508
15689,California Ave & 23rd Pl,41.84912,-87.69515
15691,Albany Ave & 26th St,41.84449,-87.70203
15692,California Ave & 26th St,41.84404,-87.69531
16010,Keystone Ave & Fullerton Ave,41.92458,-87.72787
16806,Bosworth Ave & Howard St,42.01953,-87.66955
16903,Cicero Ave & Lake St,41.88686,-87.74531
16905,Central Ave & Lake St,41.88767,-87.76547
16906,Austin Blvd & Lake St,41.88792,-87.77445
16907,Central Park Blvd & 5th Ave,41.87568,-87.71549
16912,Cicero Ave & Flournoy St,41.87213,-87.74664
16913,Cicero Ave & Quincy St,41.87762,-87.7454
16915,Central Ave & Harrison St,41.873,-87.7645
16916,Central Ave & Madison St,41.88012,-87.76323
16918,Austin Blvd & Madison St,41.88028,-87.77447
16920,Central Ave & Chicago Ave,41.89495,-87.76491
16921,Austin Blvd & Chicago Ave,41.89488,-87.77459
16932,Ashland Ave & Pershing Rd,41.82346,-87.66558
16933,Morgan St & Pershing Rd,41.82362,-87.65093
16937,Ashland Ave & McDowell Ave,41.80887,-87.66453
16940,Ashland Ave & 50th St,41.80302,-87.66469
16943,Ashland Ave & Garfield Blvd,41.79284,-87.66443
16948,Ashland Ave & 63rd St,41.77937,-87.6649
16950,Ashland Ave & 66th St,41.77408,-87.66378
16953,Vincennes Ave & 75th St,41.75796,-87.6312
16970,Bennett Ave & 79th St,41.7518,-87.5785
16991,Milwaukee Ave & Cuyler Ave,41.95448,-87.7496
16994,Kilbourn Ave & Milwaukee Ave,41.94784,-87.74
17660,California Ave & Cortez St,41.90036,-87.69671
18003,Fairbanks St & Superior St,41.89575,-87.62011
18016,Bernard St & Elston Ave,41.94993,-87.71395
18017,Central Park Ave & Bloomingdale Ave,41.91416,-87.71676
18022,Archer (Damen) Ave & 37th St,41.82672,-87.68315
18025,Carpenter St & 63rd St,41.77989,-87.6509
18058,Leavitt St & Chicago Ave,41.8955,-87.68201
18062,Aberdeen St & Randolph St,41.88412,-87.65427
18067,Walsh Park,41.9146,-87.66796
18069,Cherry Ave & Blackhawk St,41.90722,-87.65563
20101,Summit Ave & 86th St,41.73785,-87.64489
20103,Prospect Sq & 91st St,41.7281,-87.66757
20104,State St & 95th St,41.72171,-87.62283
20105,Halsted St & 96th St,41.71972,-87.6429
20106,Chicago State University,41.71897,-87.60833
20107,Walden Pkwy & 100th St,41.7122,-87.66772
20108,Hale Ave & 107th St,41.69921,-87.66888
20109,Vernon Ave & 107th St,41.70018,-87.6123
20110,Eberhart Ave & 91st St,41.72933,-87.61076
20112,Indiana Ave & 103rd St,41.70717,-87.61842
20113,Dauphin Ave & 103rd St,41.70728,-87.60767
20114,Doty Ave & 111th St,41.69504,-87.59875
20116,Dauphin Ave & 87th St,41.73652,-87.60126
20118,Eggleston Ave & 92nd St,41.72762,-87.63487
20119,Elizabeth St & 92nd St,41.72682,-87.6543
20120,Stewart Ave & 83rd St,41.74372,-87.63409
20121,Loomis Blvd & 84th St,41.74152,-87.65842
20123,Western Ave & 104th St,41.70461,-87.68115
20124,Vincennes Ave & 104th St,41.70495,-87.657
20125,Halsted St & 104th St,41.70517,-87.64242
20126,S Aberdeen St & W 106th St,41.7,-87.65
20127,Halsted St & 111th St,41.69228,-87.64268
20128,S Wentworth Ave & W 111th St,41.69,-87.63
20129,Ada St & 113th St,41.68756,-87.65542
20130,Wentworth Ave & 104th St,41.70534,-87.62903
20131,Cottage Grove Ave & 111th Pl,41.69169,-87.61
20133,Woodlawn & 103rd - Olive Harvey Vaccination Site,41.71,-87.59
20134,Maryland Ave & 104th St,41.71,-87.6
20201,Kedzie Ave & 104th St,41.7,-87.7
20202,W 103rd St & S Avers Ave,41.71,-87.72
20203,Lawndale Ave & 111th St,41.69131,-87.71286
20204,Kedzie Ave & 110th St,41.6924,-87.70096
20205,Western Ave & 111th St,41.69121,-87.6813
20206,Homewood Ave & 115th St,41.68459,-87.6708
20207,Major Taylor Trail & 115th St,41.68496,-87.6453
20208,Major Taylor Trail & 124th St,41.66871,-87.63717
20209,S Michigan Ave & E 118th St,41.68,-87.62
20210,State St & 123rd St,41.67067,-87.62273
20211,Eberhart Ave & 131st St,41.65807,-87.61076
20212,Altgeld Gardens,41.65693,-87.59883
20213,Commercial Ave & 130th St,41.65915,-87.55078
20214,Avenue O & 134th St,41.65191,-87.53961
20215,Hegewisch Metra Station,41.64856,-87.54618
20217,Torrence Ave & 126th Pl,41.66628,-87.55719
20218,Avenue O & 118th St,41.68103,-87.53798
20220,Avenue L & 114th St,41.69,-87.54
20221,Torrence Ave & 106th St,41.70284,-87.55984
20222,Burnham Greenway & 105th St,41.7046,-87.52832
20223,Ewing Ave & Burnham Greenway,41.71272,-87.53472
20224,Calumet Park,41.71371,-87.53083
20225,Commercial Ave & 100th St,41.71331,-87.55119
20226,Oglesby Ave & 100th St,41.71336,-87.56586
20227,Bradley Park,41.7179,-87.56461
20228,Constance Ave & 95th St,41.72222,-87.57897
20229,Baltimore Ave & 87th St,41.73734,-87.54849
20230,Clyde Ave & 87th St,41.73716,-87.57272
20231,East End Ave & 87th St,41.7368,-87.58282
20232,Big Marsh Park,41.68588,-87.57378
20233,Halsted St & 78th St,41.75251,-87.64378
20234,Ashland Ave & 78th St,41.75223,-87.66378
20235,Greenwood Ave & 91st St,41.72847,-87.59728
20236,Stony Island Ave & 90th St,41.7314,-87.58577
20237,Yates Blvd & 93rd St,41.72616,-87.56634
20238,Greenwood Ave & 97th St,41.7187,-87.597
20239,Marquette Ave & 89th St,41.73367,-87.5584
20242,Houston Ave & 92nd St,41.7282,-87.54962
20243,Michigan Ave & 114th St,41.68701,-87.62111
20244,Halsted St & 73rd St,41.76163,-87.64411
20245,Ashland Ave & 74th St,41.7592,-87.66348
20246,N Green St & W Lake St,41.89,-87.65
20247,W Washington Blvd & N Peoria St,41.88,-87.65
20248,N Hampden Ct & W Diversey Ave,41.93,-87.64
20249,N Clark St & W Elm St,41.9,-87.63
20251,N Carpenter St & W Lake St,41.89,-87.65
20252,W Oakdale Ave & N Broadway,41.94,-87.64
20253,N Paulina St & Lincoln Ave,41.94,-87.67
20254,W Armitage Ave & N Sheffield Ave,41.92,-87.65
20256,N Sheffield Ave & W Wellington Ave,41.94,-87.65
20257,N Southport Ave & W Newport Ave,41.94,-87.66
20258,N Damen Ave & W Wabansia St,41.91,-87.68
20260,Ping Tom Park (East),41.86,-87.63
20999,Lyft Driver Center Private Rack,41.9,-87.66
201022,Loomis St & 89th St,41.73246,-87.65808
202480,Hampden Ct & Diversey Ave,41.93,-87.64
DIVVY 001,WEST CHI-WATSON,41.89475,-87.7309
DIVVY CASSETTE REPAIR MOBILE STATION,DIVVY CASSETTE REPAIR MOBILE STATION,41.881,-87.61675
E002,Chicago Ave & Washington St,42.03256,-87.67912
E006,Central St Metra,42.06367,-87.69871
E007,Central St & Girard Ave,42.06431,-87.68615
E008,Chicago Ave & Sheridan Rd,42.05049,-87.67782
E011,Dodge Ave & Main St,42.03473,-87.69912
E014,Lincolnwood Dr & Central St,42.06483,-87.71531
Hubbard Bike-checking (LBS-WH-TEST),Base - 2132 W Hubbard Warehouse,41.88995,-87.68034
KA1503000001,Shields Ave & 43rd St,41.8162,-87.63468
KA1503000002,South Shore Dr & 71st St,41.76641,-87.5657
KA1503000003,Cottage Grove Ave & 71st St,41.76572,-87.60498
KA1503000004,Lake Park Ave & 35th St,41.83127,-87.6088
KA1503000005,Wentworth Ave & 35th St,41.83079,-87.6325
KA1503000007,Cornell Ave & Hyde Park Blvd,41.80242,-87.58689
KA1503000009,Princeton Ave & 47th St,41.80932,-87.63346
KA1503000010,Halsted St & 51st St,41.8018,-87.64522
KA1503000011,Halsted St & 56th St,41.79296,-87.645
KA1503000012,Clark St & Lake St,41.88599,-87.63089
KA1503000013,Princeton Ave & Garfield Blvd,41.79498,-87.63312
KA1503000014,Ellis Ave & 60th St,41.7851,-87.60108
KA1503000015,Wabash Ave & Adams St,41.87948,-87.6257
KA1503000018,Jeffery Blvd & 71st St,41.76663,-87.57645
KA1503000019,Stony Island Ave & 75th St,41.75867,-87.5869
KA1503000020,South Shore Dr & 74th St,41.76223,-87.55923
KA1503000021,Stony Island Ave & 64th St,41.77888,-87.58665
KA1503000022,Clark St & Montrose Ave,41.96158,-87.66609
KA1503000023,Stony Island Ave & 67th St,41.77346,-87.58534
KA1503000024,Yates Blvd & 75th St,41.75876,-87.56644
KA1503000025,Wentworth Ave & 63rd St,41.78008,-87.62977
KA1503000027,Prairie Ave & 43rd St,41.81666,-87.61942
KA1503000028,Jeffery Blvd & 76th St,41.75712,-87.57585
KA1503000029,South Shore Dr & 67th St,41.77364,-87.56747
KA1503000030,Jeffery Blvd & 67th St,41.77352,-87.57722
KA1503000031,Cottage Grove Ave & 67th St,41.77373,-87.60564
KA1503000032,Union Ave & Root St,41.81912,-87.64328
KA1503000033,Eberhart Ave & 61st St,41.78411,-87.61329
KA1503000034,LaSalle St & Adams St,41.87938,-87.63197
KA1503000038,Shields Ave & 31st St,41.83845,-87.6354
KA1503000040,Loomis St & Archer Ave,41.84164,-87.65744
